CURSO_ACADEMICO;LOCALIDAD;ESTUDIO;TIPO_ESTUDIO;TIPO_EGRESO;SEXO;ALUMNOS_GRADUADOS;ALUMNOS_INTERRUMPEN_ESTUDIOS;ALUMNOS_INTERRUMPEN_EST_ANO1;ALUMNOS_TRASLADAN_OTRA_UNIV;DURACION_MEDIA_GRADUADOS;TASA_EFICIENCIA;FECHA_ACTUALIZACION
2020;Alajuela;Bachillerato: Ciencia y TecnologÃ­a de los Alimentos;Bachillerato;Abandono Voluntario;Mujeres;0;3;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y TecnologÃ­a de los Alimentos;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y TecnologÃ­a de los Alimentos;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;4;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y TecnologÃ­a de los Alimentos;Bachillerato;Graduado;Hombres;14;0;0;0;4.57;91.01;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y TecnologÃ­a de los Alimentos;Bachillerato;Graduado;Mujeres;29;0;0;0;4.19;94.37;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y TecnologÃ­a de los Alimentos;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y TecnologÃ­a de los Alimentos;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;2;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y TecnologÃ­a de los Alimentos;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021
2020;Alajuela;Bachillerato: Ciencia y TecnologÃ­a de los Alimentos;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;3;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Abandono Voluntario;Hombres;0;26;9;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Abandono Voluntario;Mujeres;0;27;9;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;4;3;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;10;7;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Graduado;Hombres;113;0;0;0;5.00;91.53;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Graduado;Mujeres;191;0;0;0;4.91;92.12;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;15;;;31/05/2021
2020;Alajuela;Bachillerato: Derecho;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;12;;;31/05/2021
2020;Alajuela;Bachillerato: EconomÃ­a;Bachillerato;Abandono Voluntario;Hombres;0;35;19;0;;;31/05/2021
2020;Alajuela;Bachillerato: EconomÃ­a;Bachillerato;Abandono Voluntario;Mujeres;0;21;8;0;;;31/05/2021
2020;Alajuela;Bachillerato: EconomÃ­a;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;8;4;0;;;31/05/2021
2020;Alajuela;Bachillerato: EconomÃ­a;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;3;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: EconomÃ­a;Bachillerato;Graduado;Hombres;50;0;0;0;5.40;78.66;31/05/2021
2020;Alajuela;Bachillerato: EconomÃ­a;Bachillerato;Graduado;Mujeres;42;0;0;0;5.50;80.29;31/05/2021
2020;Alajuela;Bachillerato: EconomÃ­a;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;14;8;0;;;31/05/2021
2020;Alajuela;Bachillerato: EconomÃ­a;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;5;3;0;;;31/05/2021
2020;Alajuela;Bachillerato: EconomÃ­a;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;14;;;31/05/2021
2020;Alajuela;Bachillerato: EconomÃ­a;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021
2020;Alajuela;Bachillerato: EnfermerÃ­a;Bachillerato;Abandono Voluntario;Hombres;0;5;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: EnfermerÃ­a;Bachillerato;Abandono Voluntario;Mujeres;0;6;3;0;;;31/05/2021
2020;Alajuela;Bachillerato: EnfermerÃ­a;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;3;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: EnfermerÃ­a;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;15;15;0;;;31/05/2021
2020;Alajuela;Bachillerato: EnfermerÃ­a;Bachillerato;Graduado;Hombres;27;0;0;0;4.00;95.14;31/05/2021
2020;Alajuela;Bachillerato: EnfermerÃ­a;Bachillerato;Graduado;Mujeres;123;0;0;0;4.08;96.95;31/05/2021
2020;Alajuela;Bachillerato: EnfermerÃ­a;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: EnfermerÃ­a;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios ClÃ¡sicos;Bachillerato;Abandono Voluntario;Hombres;0;2;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios ClÃ¡sicos;Bachillerato;Abandono Voluntario;Mujeres;0;6;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios ClÃ¡sicos;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios ClÃ¡sicos;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios ClÃ¡sicos;Bachillerato;Graduado;Hombres;3;0;0;0;4.67;95.98;31/05/2021
2020;Alajuela;Bachillerato: Estudios ClÃ¡sicos;Bachillerato;Graduado;Mujeres;1;0;0;0;5.00;92.97;31/05/2021
2020;Alajuela;Bachillerato: Estudios ClÃ¡sicos;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios ClÃ¡sicos;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios ClÃ¡sicos;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Abandono Voluntario;Hombres;0;9;4;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Abandono Voluntario;Mujeres;0;8;4;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;4;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;3;0;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Graduado;Hombres;25;0;0;0;6.05;88.48;31/05/2021
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Graduado;Mujeres;22;0;0;0;5.65;89.90;31/05/2021
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;4;3;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;5;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios en Arquitectura;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Abandono Voluntario;Hombres;0;8;4;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Abandono Voluntario;Mujeres;0;20;4;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Graduado;Hombres;13;0;0;0;4.44;88.45;31/05/2021
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Graduado;Mujeres;47;0;0;0;4.66;89.98;31/05/2021
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;1;0;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;2;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2020;Alajuela;Bachillerato: Estudios Ingleses;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;4;;;31/05/2021
2020;Alajuela;Bachillerato: FilologÃ­a HispÃ¡nica;Bachillerato;Abandono Voluntario;Hombres;0;13;9;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilologÃ­a HispÃ¡nica;Bachillerato;Abandono Voluntario;Mujeres;0;8;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilologÃ­a HispÃ¡nica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;2;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilologÃ­a HispÃ¡nica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;4;3;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilologÃ­a HispÃ¡nica;Bachillerato;Graduado;Hombres;8;0;0;0;4.71;92.22;31/05/2021
2020;Alajuela;Bachillerato: FilologÃ­a HispÃ¡nica;Bachillerato;Graduado;Mujeres;33;0;0;0;4.88;87.66;31/05/2021
2020;Alajuela;Bachillerato: FilologÃ­a HispÃ¡nica;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;2;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilologÃ­a HispÃ¡nica;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;3;3;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilologÃ­a HispÃ¡nica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021
2020;Alajuela;Bachillerato: FilologÃ­a HispÃ¡nica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;4;;;31/05/2021
2020;Alajuela;Bachillerato: FilosofÃ­a;Bachillerato;Abandono Voluntario;Hombres;0;6;2;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilosofÃ­a;Bachillerato;Abandono Voluntario;Mujeres;0;6;3;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilosofÃ­a;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;2;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilosofÃ­a;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilosofÃ­a;Bachillerato;Graduado;Hombres;8;0;0;0;4.62;90.65;31/05/2021
2020;Alajuela;Bachillerato: FilosofÃ­a;Bachillerato;Graduado;Mujeres;9;0;0;0;4.44;87.53;31/05/2021
2020;Alajuela;Bachillerato: FilosofÃ­a;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;2;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilosofÃ­a;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;1;1;0;;;31/05/2021
2020;Alajuela;Bachillerato: FilosofÃ­a;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2020;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Abandono Voluntario;Hombres;0;31;16;0;;;31/05/2021
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Abandono Voluntario;Mujeres;0;21;8;0;;;31/05/2021
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;5;4;0;;;31/05/2021
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;14;11;0;;;31/05/2021
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Graduado;Hombres;34;0;0;0;5.07;83.69;31/05/2021
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Graduado;Mujeres;34;0;0;0;5.27;84.60;31/05/2021
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;9;6;0;;;31/05/2021
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;7;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021
2018;Alajuela;Bachillerato: Finanzas y Contabilidad;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;6;;;31/05/2021
2018;Alajuela;Bachillerato: FÃ­sica;Bachillerato;Abandono Voluntario;Hombres;0;11;2;0;;;31/05/2021
2018;Alajuela;Bachillerato: FÃ­sica;Bachillerato;Abandono Voluntario;Mujeres;0;2;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: FÃ­sica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;2;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: FÃ­sica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;7;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: FÃ­sica;Bachillerato;Graduado;Hombres;30;0;0;0;4.63;89.32;31/05/2021
2018;Alajuela;Bachillerato: FÃ­sica;Bachillerato;Graduado;Mujeres;3;0;0;0;4.00;99.16;31/05/2021
2018;Alajuela;Bachillerato: FÃ­sica;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;3;0;0;;;31/05/2021
2018;Alajuela;Bachillerato: FÃ­sica;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;2;0;0;;;31/05/2021
2018;Alajuela;Bachillerato: FÃ­sica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;4;;;31/05/2021
2018;Alajuela;Bachillerato: FÃ­sica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;5;;;31/05/2021
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Abandono Voluntario;Hombres;0;1;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Abandono Voluntario;Mujeres;0;3;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;2;2;0;;;31/05/2021
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Graduado;Hombres;21;0;0;0;4.00;94.12;31/05/2021
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Graduado;Mujeres;32;0;0;0;4.03;97.32;31/05/2021
2018;Alajuela;Bachillerato: Fisioterapia;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2018;Alajuela;Bachillerato: GeografÃ­a y OrdenaciÃ³n del Territorio;Bachillerato;Abandono Voluntario;Hombres;0;12;8;0;;;31/05/2021
2018;Alajuela;Bachillerato: GeografÃ­a y OrdenaciÃ³n del Territorio;Bachillerato;Abandono Voluntario;Mujeres;0;3;0;0;;;31/05/2021
2018;Alajuela;Bachillerato: GeografÃ­a y OrdenaciÃ³n del Territorio;Bachillerato;Graduado;Hombres;30;0;0;0;4.72;92.47;31/05/2021
2018;Alajuela;Bachillerato: GeografÃ­a y OrdenaciÃ³n del Territorio;Bachillerato;Graduado;Mujeres;6;0;0;0;4.17;96.19;31/05/2021
2018;Alajuela;Bachillerato: GeografÃ­a y OrdenaciÃ³n del Territorio;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;1;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: GeografÃ­a y OrdenaciÃ³n del Territorio;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2018;Alajuela;Bachillerato: GeologÃ­a;Bachillerato;Abandono Voluntario;Hombres;0;12;4;0;;;31/05/2021
2018;Alajuela;Bachillerato: GeologÃ­a;Bachillerato;Abandono Voluntario;Mujeres;0;8;4;0;;;31/05/2021
2018;Alajuela;Bachillerato: GeologÃ­a;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;3;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: GeologÃ­a;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: GeologÃ­a;Bachillerato;Graduado;Hombres;5;0;0;0;5.20;81.16;31/05/2021
2018;Alajuela;Bachillerato: GeologÃ­a;Bachillerato;Graduado;Mujeres;3;0;0;0;5.00;86.68;31/05/2021
2018;Alajuela;Bachillerato: GeologÃ­a;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;3;2;0;;;31/05/2021
2018;Alajuela;Bachillerato: GeologÃ­a;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/05/2021
2018;Alajuela;Bachillerato: Historia;Bachillerato;Abandono Voluntario;Hombres;0;40;13;0;;;31/05/2021
2018;Alajuela;Bachillerato: Historia;Bachillerato;Abandono Voluntario;Mujeres;0;9;0;0;;;31/05/2021
2018;Alajuela;Bachillerato: Historia;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;2;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: Historia;Bachillerato;Graduado;Hombres;44;0;0;0;5.10;88.84;31/05/2021
2018;Alajuela;Bachillerato: Historia;Bachillerato;Graduado;Mujeres;25;0;0;0;4.75;92.43;31/05/2021
2018;Alajuela;Bachillerato: Historia;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;3;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: Historia;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;1;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: Historia;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;8;;;31/05/2021
2018;Alajuela;Bachillerato: Historia;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Abandono Voluntario;Hombres;0;13;7;0;;;31/05/2021
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Abandono Voluntario;Mujeres;0;23;12;0;;;31/05/2021
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Graduado;Hombres;8;0;0;0;4.38;88.46;31/05/2021
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Graduado;Mujeres;16;0;0;0;5.00;88.99;31/05/2021
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;1;0;0;;;31/05/2021
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2018;Alajuela;Bachillerato: Historia del Arte;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021
2018;Alajuela;Bachillerato: InformaciÃ³n y DocumentaciÃ³n;Bachillerato;Abandono Voluntario;Hombres;0;5;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: InformaciÃ³n y DocumentaciÃ³n;Bachillerato;Abandono Voluntario;Mujeres;0;4;2;0;;;31/05/2021
2018;Alajuela;Bachillerato: InformaciÃ³n y DocumentaciÃ³n;Bachillerato;Graduado;Hombres;7;0;0;0;4.00;95.76;31/05/2021
2018;Alajuela;Bachillerato: InformaciÃ³n y DocumentaciÃ³n;Bachillerato;Graduado;Mujeres;11;0;0;0;4.67;94.60;31/05/2021
2018;Alajuela;Bachillerato: InformaciÃ³n y DocumentaciÃ³n;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de OrganizaciÃ³n Industrial;Bachillerato;Abandono Voluntario;Hombres;0;17;14;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de OrganizaciÃ³n Industrial;Bachillerato;Abandono Voluntario;Mujeres;0;2;2;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de OrganizaciÃ³n Industrial;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de OrganizaciÃ³n Industrial;Bachillerato;Graduado;Hombres;134;0;0;0;5.52;89.62;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de OrganizaciÃ³n Industrial;Bachillerato;Graduado;Mujeres;6;0;0;0;5.50;93.83;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de OrganizaciÃ³n Industrial;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;79;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de OrganizaciÃ³n Industrial;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;10;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as Industriales;Bachillerato;Abandono Voluntario;Hombres;0;8;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as Industriales;Bachillerato;Abandono Voluntario;Mujeres;0;2;0;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as Industriales;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;19;10;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as Industriales;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;7;2;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as Industriales;Bachillerato;Graduado;Hombres;71;0;0;0;5.19;82.34;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as Industriales;Bachillerato;Graduado;Mujeres;30;0;0;0;5.14;80.00;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as Industriales;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;16;4;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as Industriales;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;7;0;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as Industriales;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;4;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as Industriales;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;3;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as y Servicios de TelecomunicaciÃ³n;Bachillerato;Abandono Voluntario;Hombres;0;18;14;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as y Servicios de TelecomunicaciÃ³n;Bachillerato;Abandono Voluntario;Mujeres;0;2;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as y Servicios de TelecomunicaciÃ³n;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;4;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as y Servicios de TelecomunicaciÃ³n;Bachillerato;Graduado;Hombres;31;0;0;0;5.58;77.78;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as y Servicios de TelecomunicaciÃ³n;Bachillerato;Graduado;Mujeres;9;0;0;0;4.62;89.55;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as y Servicios de TelecomunicaciÃ³n;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;24;17;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as y Servicios de TelecomunicaciÃ³n;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;3;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as y Servicios de TelecomunicaciÃ³n;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;4;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a de TecnologÃ­as y Servicios de TelecomunicaciÃ³n;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a Electrica;Bachillerato;Abandono Voluntario;Hombres;0;31;15;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a Electrica;Bachillerato;Abandono Voluntario;Mujeres;0;3;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a Electrica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;5;5;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a Electrica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;1;0;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a Electrica;Bachillerato;Graduado;Hombres;30;0;0;0;6.14;75.17;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a Electrica;Bachillerato;Graduado;Mujeres;6;0;0;0;5.33;81.66;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a Electrica;Bachillerato;Incumple RÃ©gimen de permanencia;Hombres;0;9;6;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a Electrica;Bachillerato;Incumple RÃ©gimen de permanencia;Mujeres;0;2;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a Electrica;Bachillerato;Traslado a otra Universidad;Hombres;0;0;0;4;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a Electrica;Bachillerato;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a ElectrÃ³nica y AutomÃ¡tica;Bachillerato;Abandono Voluntario;Hombres;0;35;22;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a ElectrÃ³nica y AutomÃ¡tica;Bachillerato;Abandono Voluntario;Mujeres;0;4;1;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a ElectrÃ³nica y AutomÃ¡tica;Bachillerato;Cambio de estudios sin simultaneidad;Hombres;0;5;2;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a ElectrÃ³nica y AutomÃ¡tica;Bachillerato;Cambio de estudios sin simultaneidad;Mujeres;0;3;3;0;;;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a ElectrÃ³nica y AutomÃ¡tica;Bachillerato;Graduado;Hombres;38;0;0;0;6.21;74.15;31/05/2021
2018;Alajuela;Bachillerato: IngenierÃ­a ElectrÃ³nica y AutomÃ¡tica;Bachillerato;Graduado;Mujeres;5;0;0;0;5.20;86.48;31/05/2021
